track_name,artist_name,artist_genre,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id
moment,Vierre Cloud,['weirdcore'],82,0.544,0.855,6,-7.461,1,0.093,0.0426,0.157,0.167,0.517,171.349,5K9tfeoiztw94dyWzF39jq
Russian Cream,Key Glock,"['hip_hop', 'memphis_hip_hop', 'rap', 'southern_hip_hop', 'tennessee_hip_hop', 'trap']",75,0.867,0.774,11,-5.791,0,0.315,0.11,0.0,0.157,0.549,130.007,03ThZweiBWFP8tOGsk6QMO
Red Light Green Light,DaBaby,"['north_carolina_hip_hop', 'rap', 'trap']",79,0.933,0.656,2,-5.85,1,0.322,0.129,0.0,0.161,0.934,119.987,1YDebgap5OFwXEBG18NJvy
IDK You Yet,Alexander 23,"['alt_z', 'pop']",82,0.648,0.308,1,-11.729,1,0.04,0.886,0.0774,0.124,0.198,76.997,0j1Ia2lQWrcXrQZI4AdJlk
Enemy - From the series Arcane League of Legends,Imagine Dragons,"['modern_rock', 'rock']",87,0.722,0.745,7,-4.164,1,0.256,0.247,0.0,0.419,0.52,77.029,5UlnuulVAVmmesw4VzqHdG
Flex (feat. Juice WRLD),Polo G,['chicago_rap'],78,0.752,0.673,10,-5.792,0,0.153,0.0538,0.0,0.133,0.35,164.009,2QqJTIlGKRLJC3onkavYEz
Rumors (feat. Cardi B),Lizzo,"['dance_pop', 'escape_room', 'minnesota_hip_hop', 'pop', 'trap_queen']",79,0.827,0.731,4,-5.524,0,0.088,0.13,0.0,0.418,0.607,118.992,6KgtcmCF9Ky68XC7ezxl3s
Desesperados,Rauw Alejandro,"['puerto_rican_pop', 'trap_latino']",91,0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,6ZOcbKub95XSDESsKKuH41
Ya Acabo,Marca MP,"['corridos_tumbados', 'nuevo_regional_mexicano', 'sierreno']",85,0.673,0.326,0,-7.481,1,0.0348,0.696,3.73e-06,0.103,0.672,133.309,4H3t8C59tXjKf1R2iKtc5M
"thank u, next",Ariana Grande,"['dance_pop', 'pop']",84,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,3e9HZxeyfWwjeyPAMmWSSQ
High Fashion (feat. Mustard),Roddy Ricch,"['melodic_rap', 'rap', 'trap']",78,0.831,0.499,11,-8.442,0,0.114,0.269,0.0,0.3,0.511,97.956,07KXEDMj78x68D884wgVEm
Telephones,Vacations,['newcastle_nsw_indie'],79,0.526,0.447,2,-9.268,1,0.0274,0.00283,0.0301,0.109,0.183,74.995,0JIMT9gzLIIz0esKLyjbKf
5% TINT,Travis Scott,"['rap', 'slap_house']",80,0.712,0.481,4,-5.415,0,0.0487,0.173,0.0,0.241,0.062,140.0,11kDth1aKUEUMq9r1pqyds
Mount Everest,Labrinth,"['indie_poptimism', 'pop']",83,0.494,0.428,0,-7.239,0,0.203,0.233,0.0752,0.0816,0.441,87.723,1ZdhOMWyFR8Iv9eylMGYg2
Go Crazy,Chris Brown,"['dance_pop', 'pop', 'pop_rap', 'r&b', 'rap']",81,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,1IIKrJVP1C9N7iPtG6eOsK
All Too Well (Taylor's Version),Taylor Swift,['pop'],82,0.44,0.528,0,-7.809,1,0.0317,0.0171,0.00203,0.234,0.132,185.972,3nsfB1vus2qaloUdcBZvDu
"Crazy Story, Pt. 3",King Von,['chicago_rap'],76,0.729,0.73,11,-5.14,0,0.261,0.00165,4.33e-05,0.118,0.41,156.953,23TwR29GSeJBfXnXhmDlwR
I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,"['ohio_hip_hop', 'pop_rap']",80,0.628,0.744,7,-4.718,1,0.0379,0.0257,0.0,0.313,0.277,119.921,2gTdDMpNxIRFSiu7HutMCg
Mrs Magic,Strawberry Guy,"['bedroom_pop', 'indie_pop']",78,0.471,0.634,8,-7.406,1,0.031,0.159,0.365,0.374,0.366,132.542,0TZejo18HlJ86OrWNsXKnw
The Good Ones,Gabby Barrett,"['contemporary_country', 'country_pop']",76,0.519,0.552,2,-5.023,1,0.0259,0.18,0.0,0.149,0.331,89.957,3hLuHKzG1cmlRpq53ZVWd8
Juliet,Cavetown,"['bedroom_pop', 'indie_pop']",81,0.546,0.586,6,-8.488,1,0.0313,0.00346,0.00114,0.0562,0.364,131.778,45ROR8UMn60YEVQnDy0uVF
Callaita,Bad Bunny,"['latin', 'reggaeton', 'trap_latino']",84,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,2TH65lNHgvLxCKXM3apjxI
you were good to me,Jeremy Zucker,"['electropop', 'pop']",81,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,4CxFN5zON70B3VOPBYbd6P
Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,"['chicago_rap', 'melodic_rap']",79,0.701,0.65,6,-6.313,1,0.104,0.291,0.0,0.112,0.647,90.003,0ada5XsQGLPUVbmTCkAP49
that way,Tate McRae,"['alt_z', 'dance_pop', 'pop', 'post-teen_pop']",82,0.453,0.383,0,-11.015,1,0.163,0.728,0.0,0.387,0.333,105.029,7l97ElWmIdVHWUaOeeU5ZC
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,"['melodic_rap', 'rap', 'trap']",79,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,1wJRveJZLSb1rjhnUHQiv6
She Got the Best of Me,Luke Combs,"['contemporary_country', 'country', 'country_road']",76,0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,698eQRku24PIYPQPHItKlA
Mo Bamba,Sheck Wes,"['rap', 'trap', 'underground_hip_hop', 'vapor_trap']",80,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,1xzBco0xcoJEDXktl7Jxrr
Time Today,Moneybagg Yo,"['hip_hop', 'memphis_hip_hop', 'rap', 'southern_hip_hop', 'tennessee_hip_hop', 'trap']",75,0.912,0.608,1,-7.686,1,0.397,0.0458,0.0,0.248,0.327,136.994,0YrKSfpvflYnLSBd4Jtu6J
Sports,Beach Bunny,"['bubblegrunge', 'chicago_indie', 'indie_pop']",78,0.231,0.877,9,-5.278,1,0.0574,0.000653,0.026,0.0694,0.524,186.142,77G0k1La0c5Dw8bAFANcyp
Element,Pop Smoke,['brooklyn_drill'],81,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,57BGVV6wcyhbn3hsjlqEZB
We Paid (feat. 42 Dugg),Lil Baby,"['atl_hip_hop', 'atl_trap', 'rap', 'trap']",77,0.926,0.542,1,-5.064,1,0.293,0.135,0.0,0.0877,0.564,135.14,6gxKUmycQX7uyMwJcweFjp
nuts (feat. rainy bear),Lil Peep,"['emo_rap', 'lgbtq+_hip_hop']",80,0.576,0.741,2,-7.404,1,0.0356,0.00831,0.0,0.111,0.143,124.091,2SabxRgV7VMc1LRHgw0HIo
HONEST,Baby Keem,"['hip_hop', 'rap']",77,0.676,0.536,2,-8.79,1,0.0432,0.403,3.37e-05,0.105,0.373,79.037,58k32my5lKofeZRtIvBDg9
Paper Rings,Taylor Swift,['pop'],81,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,4y5bvROuBDPr5fuwXbIBZR
Si Veo a Tu Mamá,Bad Bunny,"['latin', 'reggaeton', 'trap_latino']",86,0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928,41wtwzCZkXwpnakmwJ239F
Chasing After You (with Maren Morris),Ryan Hurd,"['contemporary_country', 'country', 'country_pop']",76,0.596,0.679,4,-6.395,1,0.0394,0.723,0.0,0.116,0.479,131.912,1ZIKpMTRPqhwAoVXWY3tXI
Long Time - Intro,Playboi Carti,"['atl_hip_hop', 'plugg', 'pluggnb', 'rap', 'trap']",77,0.472,0.861,4,-3.966,0,0.0447,0.283,0.0,0.83,0.358,144.077,4IO2X2YoXoUMv0M2rwomLC
Whiskey And Rain,Michael Ray,"['contemporary_country', 'country', 'country_pop', 'country_road', 'modern_country_rock']",75,0.653,0.623,8,-4.56,1,0.0244,0.508,3.32e-06,0.285,0.718,100.021,1tf4Bfk8JIKryLpWYRvyiI
Like I Want You,Giveon,"['pop', 'r&b']",79,0.678,0.355,10,-7.757,0,0.0627,0.759,7.06e-05,0.114,0.438,119.772,6qBFSepqLCuh5tehehc1bd
My Little Love,Adele,"['british_soul', 'pop', 'pop_soul', 'uk_pop']",82,0.339,0.492,1,-10.661,1,0.0559,0.829,0.00377,0.147,0.102,151.865,2DuPBbS5mIldXnh7Wum8Cy
Mr. Right Now (feat. Drake),21 Savage,"['atl_hip_hop', 'rap', 'trap']",77,0.647,0.667,5,-5.563,1,0.304,0.231,0.0,0.133,0.704,172.08,4Q34FP1AT7GEl9oLgNtiWj
Violent Crimes,Kanye West,"['chicago_rap', 'rap']",78,0.669,0.419,1,-6.724,0,0.522,0.376,0.0,0.187,0.0397,109.813,3s7MCdXyWmwjdcWh7GWXas
Borderline,Tame Impala,"['australian_psych', 'neo-psychedelic']",80,0.621,0.873,5,-3.067,0,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,5hM5arv9KDbCHS0k9uqwjr
Todo De Ti,Rauw Alejandro,"['puerto_rican_pop', 'trap_latino']",88,0.78,0.718,3,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,4fSIb4hdOQ151TILNsSEaF
Se Amerita,Junior H,"['corridos_tumbados', 'nuevo_regional_mexicano', 'regional_mexican', 'sierreno']",83,0.752,0.719,6,-4.399,0,0.0285,0.264,7.96e-05,0.126,0.544,107.582,3pQYf90V5idOGrXzosm9rt
"1 step forward, 3 steps back",Olivia Rodrigo,['pop'],81,0.473,0.203,2,-12.627,1,0.102,0.941,0.0,0.126,0.419,168.884,4wcBRRpIfesgcyUtis7PEg
Blue World,Mac Miller,"['hip_hop', 'pittsburgh_rap', 'rap']",78,0.742,0.553,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,84.931,2hwOoMtWPtTSSn6WHV7Vp5
"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",A$AP Ferg,"['gangster_rap', 'hip_hop', 'pop_rap', 'rap', 'southern_hip_hop', 'trap', 'underground_hip_hop']",78,0.737,0.597,7,-7.333,1,0.119,0.292,0.0,0.13,0.449,92.049,5oady7OSE7dH7LHiqmb3Cr
Masterpiece,DaBaby,"['north_carolina_hip_hop', 'rap', 'trap']",76,0.781,0.726,0,-4.213,1,0.0836,0.0299,0.0,0.093,0.436,139.988,26UxwWl9xCb83OynXELJcL
Volando - Remix,Mora,"['reggaeton', 'trap_latino']",90,0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,0G2zPzWqVjR68iNPmx2TBe
MIDDLE OF THE NIGHT,Elley Duhé,"['alt_z', 'pop']",89,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,58HvfVOeJY7lUuCqF0m3ly
REEL IT IN,Aminé,"['hip_hop', 'pop', 'portland_hip_hop', 'rap', 'underground_hip_hop']",79,0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,5qHirGR7M9tdm6C17DlzSY
The Adults Are Talking,The Strokes,"['alternative_rock', 'garage_rock', 'modern_rock', 'permanent_wave', 'rock']",81,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,5ruzrDWcT0vuJIOMW7gMnW
champagne problems,Taylor Swift,['pop'],80,0.462,0.24,0,-12.077,1,0.0377,0.92,0.0,0.113,0.32,171.319,0sY6ZUTh4yoctD8VIXz339
Good News,Mac Miller,"['hip_hop', 'pittsburgh_rap', 'rap']",79,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,1DWZUa5Mzf2BwzpHtgbHPY
Antisocial (feat. Slump6s),BabySantana,"['hyperpop_francais', 'pluggnb']",77,0.618,0.605,1,-6.839,1,0.35,0.00196,0.0,0.46,0.494,146.514,4KBJ6dFxtup8Ku4uQZcPQ8
Clouded,Brent Faiyaz,"['dmv_rap', 'hip_hop', 'pop', 'r&b', 'rap']",77,0.583,0.344,2,-8.765,1,0.0559,0.774,0.0,0.143,0.581,65.203,2J6OF7CkpdQGSfm1wdclqn
Falling,Trevor Daniel,"['alternative_r&b', 'melodic_rap', 'pop', 'pop_rap']",84,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,0Aqi7ArnBrGblW5T6p2jmD
edamame (feat. Rich Brian),bbno$,"['canadian_hip_hop', 'dark_trap', 'vapor_trap']",85,0.815,0.848,4,-4.704,0,0.115,0.023,0.000162,0.0265,0.684,106.032,1uMHCAyGmHqyygoNRuo7MV
Before I Knew It,Mason Ramsey,"['contemporary_country', 'country']",78,0.632,0.875,2,-3.237,1,0.0367,0.216,5.55e-06,0.385,0.801,133.006,3cqWSJzuxZCsglpaxWtosT
Sucker,Jonas Brothers,"['boy_band', 'dance_pop', 'pop', 'post-teen_pop']",83,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,22vgEDb5hykfaTwLuskFGD
Psycho (feat. Ty Dolla $ign),Post Malone,"['dfw_rap', 'melodic_rap', 'rap']",81,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,3swc6WTsr7rl9DqQKQA55C
Spicy (feat. Post Malone),Ty Dolla $ign,"['hip_hop', 'pop', 'pop_rap', 'r&b', 'southern_hip_hop', 'trap', 'trap_soul']",80,0.782,0.51,4,-5.724,0,0.0419,0.143,0.0,0.115,0.118,99.993,5IUtvfNvOyVYZUa6AJFrnP
3 Nights,Dominic Fike,"['alternative_pop_rock', 'pop']",81,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,1tNJrcVe6gwLEiZCtprs1u
Got It On Me,Pop Smoke,['brooklyn_drill'],79,0.688,0.647,2,-7.258,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834,25zlnOAzbVoOzIeXSvQFf1
Stuck with U (with Justin Bieber),Ariana Grande,"['dance_pop', 'pop']",85,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,4HBZA5flZLE435QTztThqH
Lemonade,Internet Money,"['rap', 'trap']",82,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04,02kDW379Yfd5PzW5A6vuGt
Lights Are On,Tom Rosenthal,['british_singer-songwriter'],83,0.44,0.04,3,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965,4IhTXiZLKATmwhMZIb1GQN
23,Sam Hunt,"['contemporary_country', 'country_pop']",75,0.641,0.78,3,-5.138,1,0.0852,0.0206,0.0,0.143,0.693,98.004,4PuAqZlL1tkidkuxfDlLbF
Pure Water (with Migos),Mustard,"['cali_rap', 'hip_hop', 'pop_rap', 'rap', 'southern_hip_hop', 'trap']",79,0.682,0.559,0,-5.545,1,0.127,0.174,0.0,0.344,0.137,202.015,3j84U36KvLeXNDPv4t5pI8
Turban,Yeat,['pluggnb'],77,0.669,0.682,1,-7.974,1,0.293,0.00165,0.0116,0.339,0.345,148.153,4aMxs74PXoQg2SLgjypcvb
Homecoming,Lil Uzi Vert,"['melodic_rap', 'philly_rap', 'rap', 'trap']",75,0.929,0.563,9,-7.428,1,0.49,0.000592,0.0,0.244,0.353,129.957,6vxU64pcIuQ38O015Zy4qj
Cherry Wine,grentperez,['chill_r&b'],79,0.761,0.565,11,-7.016,0,0.0411,0.345,0.0,0.0825,0.583,105.008,1a1LrfgkTvfHFykIxcv8WU
life got crazy,mike.,"['indie_pop_rap', 'pop_rap', 'rap', 'rhode_island_rap', 'sad_rap']",78,0.71,0.543,5,-9.141,1,0.0527,0.478,8.66e-06,0.0988,0.481,83.965,5NXthnJecYXjt7sTEWETTY
Back In Blood (feat. Lil Durk),Pooh Shiesty,"['memphis_hip_hop', 'rap', 'southern_hip_hop', 'tennessee_hip_hop', 'trap']",76,0.759,0.538,8,-8.256,0,0.384,0.151,0.0,0.126,0.831,146.933,7JuHVG3qQKQKxC4doneXVW
Let Me Down Slowly,Alec Benjamin,"['alt_z', 'dream_smp', 'electropop', 'pop']",86,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,2qxmye6gAegTMjLKEBoR3d
Livin It Up (with Post Malone & A$AP Rocky),Young Thug,"['atl_hip_hop', 'atl_trap', 'gangster_rap', 'hip_hop', 'melodic_rap', 'rap', 'trap']",79,0.767,0.313,7,-12.059,1,0.0798,0.838,0.0,0.105,0.765,82.582,7zjEyeBsaw9gV0jofJLfOM
Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,"['hip_hop', 'philly_rap', 'pop_rap', 'rap', 'southern_hip_hop', 'trap']",77,0.681,0.63,1,-5.585,1,0.0385,0.00383,0.0,0.139,0.183,151.951,3J4VKkUpLvomXJbn9ZAypO
MEMORIES!,347aidan,"['sad_lo-fi', 'sad_rap']",82,0.835,0.381,9,-6.121,1,0.342,0.757,4.59e-06,0.121,0.31,154.973,27XMmSWSOXJ7eVb40tH93T
Levitating,Dua Lipa,"['dance_pop', 'pop', 'uk_pop']",86,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,39LLxExYz6ewLAcYrzQQyP
GOSHA,$NOT,"['aesthetic_rap', 'florida_rap', 'underground_hip_hop', 'vapor_trap']",78,0.847,0.448,0,-10.14,1,0.416,0.81,1.35e-05,0.325,0.488,79.975,0j8ppsOOawdPCJnSTcXgOy
Nonstop,Drake,"['canadian_hip_hop', 'canadian_pop', 'hip_hop', 'rap', 'toronto_rap']",80,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,0TlLq3lA83rQOYtrqBqSct
Prom Night,Riovaz,['aesthetic_rap'],77,0.813,0.608,7,-9.918,1,0.169,0.355,8.56e-06,0.0963,0.0512,149.251,7KhJdiu4zbPlhlImRLIyDl
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,"['east_coast_hip_hop', 'hip_hop', 'rap', 'trap']",83,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,7ycWLEP1GsNjVvcjawXz3z
Wishful Drinking (with Sam Hunt),Ingrid Andress,"['contemporary_country', 'country', 'country_pop']",76,0.678,0.528,10,-7.317,1,0.0551,0.289,0.0,0.0734,0.614,79.018,3HGnIIdHYIbkowzLk8UHbE
Broke In A Minute,Tory Lanez,"['canadian_hip_hop', 'canadian_trap', 'melodic_rap', 'pop_rap', 'r&b', 'rap', 'toronto_rap', 'trap']",77,0.929,0.7,0,-5.595,0,0.0906,0.144,0.0,0.349,0.802,120.009,4xqIYGwwZTEem9U8A42SPF
pov,Ariana Grande,"['dance_pop', 'pop']",81,0.487,0.534,0,-5.664,0,0.0555,0.36,0.0,0.1,0.173,131.798,3UoULw70kMsiVXxW0L3A33
SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"Tyler, The Creator","['hip_hop', 'rap']",77,0.468,0.652,0,-4.912,1,0.0722,0.333,0.000318,0.55,0.39,140.223,3EG9FJ0ToLfgnc1IG2Z1wz
Ambition For Cash,Key Glock,"['hip_hop', 'memphis_hip_hop', 'rap', 'southern_hip_hop', 'tennessee_hip_hop', 'trap']",77,0.841,0.732,7,-5.186,0,0.19,0.0115,2.18e-05,0.136,0.576,149.012,1tkipCYkIgti8f1tqjfcWe
The Perfect Girl,Mareux,['dark_synthpop'],81,0.485,0.89,8,-5.992,0,0.0911,0.000872,0.818,0.102,0.258,128.881,5RBOcBpJXaNnHCGViJmYhh
i hope ur miserable until ur dead,Nessa Barrett,"['alt_z', 'pop', 'social_media_pop']",78,0.706,0.544,2,-7.275,1,0.0306,0.0273,0.0,0.087,0.477,115.935,4ka1FkKAMde6dQAFFMXKac
Life Is Good (feat. Drake),Future,"['atl_hip_hop', 'hip_hop', 'pop_rap', 'rap', 'southern_hip_hop', 'trap']",81,0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,5yY9lUy8nbvjM1Uyo1Uqoc
Next to You,John Vincent III,"['indie_folk', 'stomp_and_holler']",78,0.443,0.419,7,-7.975,1,0.0321,0.633,0.00183,0.404,0.0719,132.204,3MwHZDGwAR8RjZZBriBqmx
Get You The Moon (feat. Snøw),Kina,"['sad_lo-fi', 'sad_rap']",83,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,4ZLzoOkj0MPWrTLvooIuaa
Through Da Storm,Polo G,['chicago_rap'],78,0.71,0.49,1,-9.832,1,0.246,0.128,0.0,0.0942,0.621,74.351,3NqCEpT8xsHdzpiRlM1kpS
too easy,Gunna,"['atl_hip_hop', 'melodic_rap', 'rap', 'trap']",77,0.798,0.574,1,-6.548,1,0.157,0.024,0.0,0.122,0.309,155.964,4eL3XeuGaEoVT8ttDh3hwY
Up,Cardi B,"['dance_pop', 'pop', 'pop_rap', 'rap']",79,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,1XXimziG1uhM0eDNCZCrUl
Wandered To LA (with Justin Bieber),Juice WRLD,"['chicago_rap', 'melodic_rap']",80,0.687,0.645,0,-4.761,1,0.04,0.0509,2.96e-06,0.106,0.424,135.083,5J6rTmMjF9DVIAF8G3M9n4
Lose You To Love Me,Selena Gomez,"['dance_pop', 'pop', 'post-teen_pop']",83,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,4l0Mvzj72xxOpRrp6h8nHi
SEJODIOTO,KAROL G,"['latin', 'reggaeton', 'reggaeton_colombiano', 'trap_latino']",86,0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,704LUEih663hiE3CnyUrFW
Tia Tamera (feat. Rico Nasty),Doja Cat,"['dance_pop', 'pop']",78,0.822,0.654,0,-4.623,1,0.132,0.019,0.0,0.233,0.421,119.884,1uNePI826aqh9uC9pgbeHU
Go Stupid,Polo G,['chicago_rap'],76,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,4PklAHGXT5ityno3IA8SKd
Hats Off (feat. Travis Scott),Lil Baby,"['atl_hip_hop', 'atl_trap', 'rap', 'trap']",76,0.596,0.65,9,-5.167,1,0.337,0.138,0.0,0.14,0.188,133.997,4lUmnwRybYH7mMzf16xB0y
Loverboy,A-Wall,['bedroom_pop'],78,0.604,0.466,0,-10.093,1,0.0315,0.649,0.0334,0.093,0.499,120.045,0qXP5fMhxGzxALOkXYUxfP
Ya Supérame (En Vivo),Grupo Firme,"['norteno', 'nuevo_regional_mexicano', 'regional_mexican', 'sierreno']",85,0.436,0.4,0,-6.521,1,0.11,0.463,0.0,0.76,0.568,75.576,6HIIuuUIEzH1meVdGbMXyf
Missing Piece,Vance Joy,"['folk-pop', 'modern_rock', 'pop', 'pop_rock']",80,0.628,0.877,0,-4.205,1,0.046,0.0155,5.97e-06,0.113,0.721,101.992,5YqdiryRmdAzYFlxo43hAJ
Boss Bitch,Doja Cat,"['dance_pop', 'pop']",83,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,78qd8dvwea0Gosb6Fe6j3k
Knock Knock,SoFaygo,"['glitchcore', 'plugg', 'pluggnb', 'vapor_trap']",79,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,0.683,125.935,6aHoPULNO7pSL2ZfUY0bU8
You Are The Reason,Calum Scott,"['neo_mellow', 'pop']",84,0.329,0.235,10,-7.699,1,0.0303,0.918,0.0,0.137,0.22,171.006,69vToJ9BMbbLlFZo7k7A7B
late at night,Roddy Ricch,"['melodic_rap', 'rap', 'trap']",78,0.643,0.403,1,-11.254,0,0.41,0.343,0.0,0.138,0.111,98.54,1fxYz1s15pyZLsJT0Hdh1m
cardigan,Taylor Swift,['pop'],81,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,4R2kfaDFhslZEMJqAFNpdd
Ski,Young Stoner Life,"['hip_hop', 'rap', 'trap']",76,0.953,0.621,8,-7.638,0,0.221,0.017,0.0,0.0398,0.883,123.016,6755DFiZ7CWe2WMdTGW5C1
This City,Sam Fischer,"['alt_z', 'australian_pop', 'dance_pop', 'pop', 'tropical_house', 'uk_pop']",82,0.605,0.377,11,-6.213,1,0.0443,0.733,0.0,0.0808,0.519,73.877,3H3r2nKWa3Yk5gt8xgmsEt
Wilder Days,Morgan Wade,['contemporary_country'],75,0.502,0.662,9,-4.041,1,0.0293,0.00322,0.00274,0.119,0.4,110.917,2vubFQgAJO5SeuVa7ytIHc
CAPO,NLE Choppa,['memphis_hip_hop'],79,0.617,0.953,2,-4.162,1,0.0693,0.119,0.0,0.331,0.594,154.964,1KjQPDJQCUuqDj3AmfSBCa
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,"['rap', 'trap']",81,0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,7hxHWCCAIIxFLCzvDgnQHX
Crazy Train,Ozzy Osbourne,"['album_rock', 'birmingham_metal', 'hard_rock', 'metal', 'rock']",79,0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,7ACxUo21jtTHzy7ZEV56vU
Down Below,Roddy Ricch,"['melodic_rap', 'rap', 'trap']",79,0.926,0.454,6,-9.932,1,0.0732,0.036,0.000422,0.0896,0.34,119.969,4SWWe2OYC4mqf40Gc2RSdl
Show Me How,Men I Trust,['indie_pop'],78,0.791,0.267,5,-11.997,1,0.0415,0.674,0.534,0.102,0.544,165.99,01TyFEZu6mHbffsVfxgrFn
When I R.I.P.,Labrinth,"['indie_poptimism', 'pop']",83,0.417,0.551,8,-6.456,0,0.174,0.73,0.00166,0.0907,0.444,87.614,2t16D9V5FmmRAJjsSpwvZf
Under The Sun (with J. Cole & Lute feat. DaBaby),Dreamville,"['hip_hop', 'rap', 'underground_hip_hop']",76,0.691,0.64,0,-6.441,1,0.369,0.511,0.0,0.409,0.163,138.672,6MF4tRr5lU8qok8IKaFOBE
If the World Was Ending (feat. Julia Michaels),JP Saxe,"['alt_z', 'canadian_contemporary_r&b', 'pop', 'pop_rock']",82,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,2kJwzbxV2ppxnQoYw4GLBZ
If I Was a Cowboy,Miranda Lambert,"['contemporary_country', 'country', 'country_dawn', 'country_road']",75,0.575,0.644,6,-5.68,0,0.0309,0.271,0.0,0.131,0.626,80.07,6F7UOC6fPWOkPqybOWBHSv
She Likes It (feat. Jake Scott),Russell Dickerson,"['contemporary_country', 'country', 'country_road', 'modern_country_rock']",75,0.79,0.325,4,-11.689,1,0.127,0.509,0.0,0.155,0.539,126.877,6VVqPBFZIbcmv14zNfOc13
Me and My Guitar,A Boogie Wit da Hoodie,"['melodic_rap', 'rap', 'trap']",76,0.644,0.587,7,-6.736,0,0.353,0.473,0.0,0.0759,0.68,173.972,6cZH4rX1KTt1aJ3Ql6Ynja
Nice For What,Drake,"['canadian_hip_hop', 'canadian_pop', 'hip_hop', 'rap', 'toronto_rap']",79,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,3CA9pLiwRIGtUBiMjbZmRw
Medallo,Blessd,"['reggaeton', 'trap_latino']",91,0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,6lX6l7OuA3qrnIRfdsr0dw
